respondent_id,actuarial_credential,age,where_are_you_located,what_type_of_company_do_you_work_for,actuaries_at_my_organization,years_of_experience,year
202300489,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300490,ACAS,"(40, 50]",Canada,Insurance,"(10, 25]","[15, 20)",2023
202300491,ACAS,"(0, 30]",Canada,Insurance,"(200, Inf)","(0, 5)",2023
202300492,FCAS,"(30, 40]",United States,Consulting,"(50, 200]","[10, 15)",2023
202300493,FCAS,"(30, 40]",Canada,Other,"(0, 5]","[15, 20)",2023
202300494,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2023
202300495,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300496,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300497,ACAS,"(40, 50]",United States,Insurance,"(25, 50]","[10, 15)",2023
202300498,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300499,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300500,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300501,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300502,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300503,FCAS,"(40, 50]",United States,Other,"(25, 50]","[15, 20)",2023
202300504,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300505,ACAS,"(0, 30]",United States,Reinsurance,"(5, 10]","[5, 10)",2023
202300506,FCAS,"(40, 50]",United States,Other,"(50, 200]","[10, 15)",2023
202300507,None,"(0, 30]",United States,Reinsurance,"(50, 200]","(0, 5)",2023
202300508,FCAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2023
202300509,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300510,FCAS,"(50, 60]",Canada,Other,"(0, 5]","[20, Inf)",2023
202300511,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300512,FCAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300513,FCAS,"(40, 50]",United States,Consulting,"(50, 200]","[20, Inf)",2023
202300514,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2023
202300515,FCAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300516,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2023
202300517,FCAS,"(40, 50]",Canada,Consulting,"(200, Inf)","[20, Inf)",2023
202300518,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300519,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300520,ACAS,"(60, Inf)",Canada,Insurance,"(200, Inf)","[20, Inf)",2023
202300521,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2023
202300522,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300523,FCAS,"(30, 40]",United States,Other,"(200, Inf)","[5, 10)",2023
202300524,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300525,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300526,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2023
202300527,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300528,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300529,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300530,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300531,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300532,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300533,FCAS,"(50, 60]",United States,Reinsurance,"(10, 25]","[20, Inf)",2023
202300534,FCAS,"(60, Inf)",United States,Broker,"(0, 5]","[20, Inf)",2023
202300535,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300536,ACAS,"(0, 30]",United States,Consulting,"(0, 5]","(0, 5)",2023
202300537,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[15, 20)",2023
202300538,FCAS,NA,United States,Other,"(0, 5]","[20, Inf)",2023
202300539,FCAS,"(30, 40]",Canada,Broker,"(5, 10]","[10, 15)",2023
202300540,ACAS,NA,United States,Insurance,"(0, 5]","[20, Inf)",2023
202300541,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2023
202300542,FCAS,NA,United States,Insurance,"(25, 50]","[10, 15)",2023
202300543,FCAS,"(60, Inf)",United States,Insurance,"(5, 10]","[20, Inf)",2023
202300544,FCAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2023
202300545,ACAS,NA,United States,Other,"(5, 10]","[20, Inf)",2023
202300546,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300547,FCAS,"(50, 60]",United States,Broker,"(0, 5]","[20, Inf)",2023
202300548,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2023
202300549,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300550,ACAS,"(0, 30]",Canada,Insurance,"(10, 25]","[5, 10)",2023
202300551,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300552,FCAS,"(50, 60]",United States,Other,"(50, 200]","[20, Inf)",2023
202300553,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300554,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300555,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2023
202300556,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300557,ACAS,"(30, 40]",Canada,Consulting,"(50, 200]","[10, 15)",2023
202300558,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300559,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2023
202300560,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300561,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300562,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300563,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300564,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300565,ACAS,"(50, 60]",United States,Insurance,"(200, Inf)","[15, 20)",2023
202300566,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300567,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300568,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300569,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300570,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300571,FCAS,"(30, 40]",United States,Other,"(0, 5]","[15, 20)",2023
202300572,ACAS,"(30, 40]",United States,Other,"(10, 25]","[5, 10)",2023
202300573,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300574,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300575,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300576,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300577,FCAS,"(50, 60]",United States,Consulting,"(25, 50]","[20, Inf)",2023
202300578,ACAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300579,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300580,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[10, 15)",2023
202300581,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2023
202300582,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300583,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300584,FCAS,"(40, 50]",United States,Consulting,"(0, 5]","[15, 20)",2023
202300585,FCAS,"(50, 60]",Canada,Insurance,"(50, 200]","[20, Inf)",2023
202300586,ACAS,"(30, 40]",Other,Reinsurance,"(10, 25]","[5, 10)",2023
202300587,None,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300588,ACAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2023
202300589,None,"(0, 30]",Canada,Insurance,"(25, 50]","(0, 5)",2023
202300590,ACAS,"(30, 40]",United States,Consulting,"(10, 25]","[10, 15)",2023
202300591,ACAS,"(40, 50]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300592,FCAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2023
202300593,ACAS,"(0, 30]",Canada,Insurance,"(0, 5]","[5, 10)",2023
202300594,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300595,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300596,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300597,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300598,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300599,FCAS,"(0, 30]",Canada,Insurance,"(25, 50]","[5, 10)",2023
202300600,ACAS,"(30, 40]",United States,Broker,"(50, 200]","[10, 15)",2023
202300601,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300602,FCAS,"(30, 40]",United States,Insurance,NA,"[5, 10)",2023
202300603,FCAS,"(60, Inf)",Canada,Consulting,"(0, 5]","[20, Inf)",2023
202300604,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[15, 20)",2023
202300605,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300606,None,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)",2023
202300607,ACAS,"(40, 50]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300608,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300609,None,"(30, 40]",United States,Insurance,"(0, 5]","(0, 5)",2023
202300610,None,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300611,FCAS,"(30, 40]",United States,Reinsurance,"(10, 25]","[10, 15)",2023
202300612,ACAS,"(60, Inf)",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300613,ACAS,"(30, 40]",Asia,Other,"(0, 5]","[5, 10)",2023
202300614,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300615,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300616,ACAS,"(40, 50]",United States,Other,"(10, 25]","[20, Inf)",2023
202300617,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300618,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2023
202300619,FCAS,"(50, 60]",United States,Broker,NA,"[20, Inf)",2023
202300620,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2023
202300621,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300622,None,"(0, 30]",United States,Other,NA,"(0, 5)",2023
202300623,None,"(30, 40]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300624,FCAS,"(30, 40]",United States,Consulting,"(200, Inf)","[15, 20)",2023
202300625,FCAS,"(40, 50]",United States,Reinsurance,"(50, 200]","[20, Inf)",2023
202300626,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300627,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300628,FCAS,"(50, 60]",United States,Reinsurance,"(10, 25]","[20, Inf)",2023
202300629,None,NA,NA,NA,NA,NA,2023
202300630,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2023
202300631,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300632,FCAS,"(50, 60]",Canada,Insurance,"(10, 25]","[20, Inf)",2023
202300633,None,"(0, 30]",Canada,Insurance,"(200, Inf)","(0, 5)",2023
202300634,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300635,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300636,ACAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300637,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300638,FCAS,"(50, 60]",United States,Other,NA,"[20, Inf)",2023
202300639,FCAS,"(50, 60]",United States,Broker,"(0, 5]",NA,2023
202300640,FCAS,"(0, 30]",United States,Consulting,"(200, Inf)","[5, 10)",2023
202300641,ACAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)",2023
202300642,None,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300643,FCAS,"(40, 50]",United States,Broker,"(5, 10]","[5, 10)",2023
202300644,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300645,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[10, 15)",2023
202300646,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300647,None,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2023
202300648,FCAS,"(30, 40]",United States,Reinsurance,"(5, 10]","[15, 20)",2023
202300649,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300650,FCAS,"(30, 40]",United States,NA,"(0, 5]","[5, 10)",2023
202300651,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300652,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300653,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300654,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300655,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300656,FCAS,NA,United States,Consulting,"(50, 200]","[5, 10)",2023
202300657,FCAS,"(50, 60]",United States,Consulting,"(200, Inf)","[20, Inf)",2023
202300658,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300659,FCAS,"(30, 40]",Canada,Insurance,"(200, Inf)","[15, 20)",2023
202300660,FCAS,"(30, 40]",United States,Broker,"(50, 200]","[15, 20)",2023
202300661,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2023
202300662,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300663,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300664,None,"(30, 40]",Canada,Consulting,"(5, 10]","(0, 5)",2023
202300665,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300666,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300667,FCAS,"(40, 50]",Canada,Insurance,"(0, 5]","[15, 20)",2023
202300668,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300669,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300670,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300671,None,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2023
202300672,FCAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2023
202300673,None,"(0, 30]",Asia,Consulting,"(200, Inf)","[5, 10)",2023
202300674,ACAS,"(0, 30]",Asia,Reinsurance,"(0, 5]","[5, 10)",2023
202300675,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2023
202300676,ACAS,"(60, Inf)",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300677,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300678,ACAS,"(50, 60]",United States,Reinsurance,"(200, Inf)","[20, Inf)",2023
202300679,FCAS,"(30, 40]",United States,Consulting,"(50, 200]","[15, 20)",2023
202300680,FCAS,"(50, 60]",United States,Consulting,"(25, 50]","[20, Inf)",2023
202300681,FCAS,"(30, 40]",Other,Insurance,"(0, 5]","[15, 20)",2023
202300682,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300683,FCAS,"(0, 30]",Canada,Insurance,"(5, 10]","[5, 10)",2023
202300684,FCAS,"(30, 40]",United States,Other,"(50, 200]","[10, 15)",2023
202300685,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300686,None,"(0, 30]",Asia,Other,"(0, 5]","(0, 5)",2023
202300687,FCAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300688,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300689,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300690,None,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2023
202300691,FCAS,"(40, 50]",United States,Other,"(50, 200]","[20, Inf)",2023
202300692,FCAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300693,None,"(30, 40]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300694,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300695,FCAS,"(30, 40]",United States,Broker,"(25, 50]","[5, 10)",2023
202300696,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[15, 20)",2023
202300697,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300698,None,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300699,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300700,None,"(0, 30]",United States,Consulting,"(50, 200]","(0, 5)",2023
202300701,None,"(0, 30]",United States,Broker,"(25, 50]","[5, 10)",2023
202300702,ACAS,"(60, Inf)",United States,Reinsurance,"(25, 50]","[20, Inf)",2023
202300703,ACAS,"(30, 40]",Other,Reinsurance,"(5, 10]","(0, 5)",2023
202300704,None,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2023
202300705,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300706,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300707,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300708,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300709,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300710,ACAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2023
202300711,FCAS,"(60, Inf)",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300712,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300713,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300714,FCAS,"(40, 50]",Canada,Insurance,"(25, 50]","(0, 5)",2023
202300715,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300716,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300717,ACAS,"(60, Inf)",United States,NA,"(25, 50]","[20, Inf)",2023
202300718,ACAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2023
202300719,None,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300720,FCAS,"(30, 40]",United States,Consulting,"(25, 50]","[15, 20)",2023
202300721,ACAS,"(50, 60]",Other,Insurance,"(200, Inf)","[20, Inf)",2023
202300722,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300723,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300724,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300725,FCAS,"(40, 50]",United States,Other,"(0, 5]","[10, 15)",2023
202300726,None,"(0, 30]",Canada,Insurance,"(200, Inf)","[5, 10)",2023
202300727,None,"(40, 50]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300728,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300729,FCAS,"(30, 40]",United States,Reinsurance,"(25, 50]","[15, 20)",2023
202300730,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300731,None,"(0, 30]",Asia,Insurance,"(0, 5]","(0, 5)",2023
202300732,ACAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2023
202300733,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2023
202300734,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2023
202300735,ACAS,"(0, 30]",United States,Broker,"(10, 25]","[5, 10)",2023
202300736,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300737,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2023
202300738,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300739,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300740,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300741,ACAS,"(50, 60]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300742,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2023
202300743,None,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300744,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300745,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300746,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300747,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300748,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300749,None,"(30, 40]",Canada,Insurance,"(25, 50]","(0, 5)",2023
202300750,None,"(0, 30]",United States,Broker,"(50, 200]","(0, 5)",2023
202300751,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300752,None,"(30, 40]",Other,Insurance,"(0, 5]","[5, 10)",2023
202300753,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2023
202300754,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300755,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300756,FCAS,"(60, Inf)",United States,Consulting,"(10, 25]","[20, Inf)",2023
202300757,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300758,ACAS,"(0, 30]",Canada,Insurance,"(25, 50]","(0, 5)",2023
202300759,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300760,FCAS,"(60, Inf)",Canada,NA,"(0, 5]","[20, Inf)",2023
202300761,ACAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300762,FCAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2023
202300763,FCAS,"(0, 30]",Canada,Insurance,"(25, 50]","(0, 5)",2023
202300764,None,"(30, 40]",United States,Reinsurance,"(25, 50]","(0, 5)",2023
202300765,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300766,ACAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2023
202300767,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300768,FCAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2023
202300769,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
